No errors
No warnings
368 ms
data source=metars
4796 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KAWO 171856Z AUTO 20004KT 10SM OVC021 08/06 A3048 RMK AO2 SLP327 T00830061,KAWO,2021-01-17T18:56:00Z,48.17,-122.17,8.3,6.1,200,4,,10.0,30.481298,1032.7,,TRUE,TRUE,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,38.0
KAUO 171856Z AUTO 09/M01 RMK AO2 SLPNO T00941011 $,KAUO,2021-01-17T18:56:00Z,32.62,-85.43,9.4,-1.1,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,231.0
KASH 171856Z VRB05G18KT 10SM BKN041 04/M03 A2941 RMK AO2 SLP965 T00441033,KASH,2021-01-17T18:56:00Z,42.78,-71.52,4.4,-3.3,0,5,18,10.0,29.409449,996.5,,,TRUE,,,,,,,BKN,4100,,,,,,,VFR,,,,,,,,,,,,METAR,56.0
KART 171856Z AUTO 27017G26KT 10SM OVC019 01/M04 A2951 RMK AO2 PK WND 27026/1856 SLP998 T00061039,KART,2021-01-17T18:56:00Z,43.98,-76.03,0.6,-3.9,270,17,26,10.0,29.509842,999.8,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,100.0
KARG 171856Z AUTO 28013KT 10SM CLR 08/M04 A2990 RMK AO2 SLP129 T00831044,KARG,2021-01-17T18:56:00Z,36.12,-90.92,8.3,-4.4,280,13,,10.0,29.899607,1012.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,82.0
KAND 171856Z AUTO 25010KT 10SM SCT055 09/M03 A2988 RMK AO2 SLP121 T00891033,KAND,2021-01-17T18:56:00Z,34.5,-82.72,8.9,-3.3,250,10,,10.0,29.878937,1012.1,,TRUE,TRUE,,,,,,,SCT,5500,,,,,,,VFR,,,,,,,,,,,,METAR,233.0
KALK 171856Z AUTO 04006KT 10SM CLR 19/M14 A3018 RMK AO2 SLP154 T01941139,KALK,2021-01-17T18:56:00Z,31.6,-110.43,19.4,-13.9,40,6,,10.0,30.180119,1015.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1451.0
KAJO 171856Z AUTO 09013G19KT 10SM CLR 28/M06 A3005 RMK AO2 SLP166 T02831056,KAJO,2021-01-17T18:56:00Z,33.9,-117.6,28.3,-5.6,90,13,19,10.0,30.050198,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,161.0
KAIZ 171856Z AUTO 29007KT 10SM OVC049 04/M04 A2987 RMK AO2 SLP120 T00391039,KAIZ,2021-01-17T18:56:00Z,38.1,-92.53,3.9,-3.9,290,7,,10.0,29.870079,1012.0,,TRUE,TRUE,,,,,,,OVC,4900,,,,,,,VFR,,,,,,,,,,,,METAR,263.0
KAFJ 171856Z AUTO 22007KT 7SM -SN BKN012 OVC018 01/00 A2973 RMK AO2 SLP077 P0000 T00110000 FZRANO,KAFJ,2021-01-17T18:56:00Z,40.13,-80.28,1.1,0.0,220,7,,7.0,29.731298,1007.7,,TRUE,TRUE,,,,TRUE,,-SN,BKN,1200,OVC,1800,,,,,MVFR,,,,,,0.005,,,,,,METAR,360.0
KADW 171856Z AUTO 24008KT 10SM BKN049 08/M03 A2975 RMK AO2 SLP083 T00761027 $,KADW,2021-01-17T18:56:00Z,38.82,-76.87,7.6,-2.7,240,8,,10.0,29.749016,1008.3,,TRUE,TRUE,TRUE,,,,,,BKN,4900,,,,,,,VFR,,,,,,,,,,,,METAR,87.0
KADF 171856Z AUTO 27009G18KT 10SM CLR 13/M04 A3000 RMK AO2 SLP160 T01281039,KADF,2021-01-17T18:56:00Z,34.1,-93.07,12.8,-3.9,270,9,18,10.0,30.0,1016.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,54.0
KADC 171856Z AUTO 31008KT 5SM BR SCT010 BKN043 OVC060 M07/M07 A2976 RMK AO2,KADC,2021-01-17T18:56:00Z,46.45,-95.22,-7.0,-7.0,310,8,,5.0,29.760826,,,TRUE,TRUE,,,,,,BR,SCT,1000,BKN,4300,OVC,6000,,,MVFR,,,,,,,,,,,,METAR,416.0
K8D3 171856Z AUTO 35009KT M01/M04 A2983 RMK AO1 SLP121 T10111039,K8D3,2021-01-17T18:56:00Z,45.67,-96.98,-1.1,-3.9,350,9,,,29.828741,1012.1,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,535.0
K7N0 171856Z AUTO VRB05KT 10SM CLR 15/M01 A3007 RMK AO2 SLP182 T01501011,K7N0,2021-01-17T18:56:00Z,29.95,-90.07,15.0,-1.1,0,5,,10.0,30.070866,1018.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,0.0
K79J 171856Z AUTO 24007KT 10SM CLR 14/M02 A2999 RMK AO2 SLP157 T01391017,K79J,2021-01-17T18:56:00Z,31.32,-86.4,13.9,-1.7,240,7,,10.0,29.991142,1015.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,93.0
K2WX 171856Z AUTO 27012KT 04/M10 A2984 RMK AO1 SLP134 T00391100,K2WX,2021-01-17T18:56:00Z,45.6,-103.55,3.9,-10.0,270,12,,,29.840551,1013.4,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,925.0
K2DP 171856Z AUTO 28012G17KT 10SM CLR 11/M02 A2987 RMK AO2 SLPNO T01081016 $,K2DP,2021-01-17T18:56:00Z,35.68,-75.9,10.8,-1.6,280,12,17,10.0,29.870079,,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
K1M4 171856Z AUTO 25010G16KT 10SM CLR 10/M04 A2990 RMK AO2 SLP650 T01001039,K1M4,2021-01-17T18:56:00Z,34.28,-87.6,10.0,-3.9,250,10,16,10.0,29.899607,965.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,283.0
ETIK 171856Z AUTO 00000KT 9999 FEW045 SCT070 BKN100 M02/M02 A3016 RMK AO2 UPE04UPB25E50 SLP239 P0000 T10241024,ETIK,2021-01-17T18:56:00Z,49.47,10.38,-2.4,-2.4,0,0,,6.21,30.159449,1023.9,,TRUE,TRUE,,,,,,,FEW,4500,SCT,7000,BKN,10000,,,VFR,,,,,,0.005,,,,,,METAR,326.0
ETIH 171856Z AUTO 00000KT 9999 OVC033 M04/M07 A3014 RMK AO2 SLP244 T10401071,ETIH,2021-01-17T18:56:00Z,49.22,11.83,-4.0,-7.1,0,0,,6.21,30.138779,1024.4,,TRUE,TRUE,,,,,,,OVC,3300,,,,,,,VFR,,,,,,,,,,,,METAR,436.0
ETIC 171856Z AUTO 00000KT 9999 -UP BKN032 OVC075 M A3012 RMK AO2 UPB47 SLPNO ALSTG ESTMD P0000 $,ETIC,2021-01-17T18:56:00Z,49.7,11.93,,,0,0,,6.21,30.121063,,,TRUE,TRUE,TRUE,,,,,UP,BKN,3200,OVC,7500,,,,,VFR,,,,,,0.005,,,,,,METAR,414.0
EGVA 171856Z AUTO 23007KT 9999 SCT100 04/04 A3030 RMK AO2 SLP268 T00440038 FZRANO $,EGVA,2021-01-17T18:56:00Z,51.67,-1.78,4.4,3.8,230,7,,6.21,30.301182,1026.8,,TRUE,TRUE,TRUE,,,TRUE,,,SCT,10000,,,,,,,VFR,,,,,,,,,,,,SPECI,84.0
EGUN 171856Z AUTO 24008KT 9999 CLR 04/04 A3025 RMK AO2 SLP247 T00420042 FZRANO,EGUN,2021-01-17T18:56:00Z,52.37,0.48,4.2,4.2,240,8,,6.21,30.250984,1024.7,,TRUE,TRUE,,,,TRUE,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,10.0
EGUL 171856Z AUTO 24009KT 9999 CLR 04/04 A3024 RMK AO2 SLP244 T00370037 $,EGUL,2021-01-17T18:56:00Z,52.42,0.57,3.7,3.7,240,9,,6.21,30.239174,1024.4,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,8.0
BGTL 171856Z AUTO 00000KT 6000 BR CLR M24/M24 A2982 RMK AO2 SLP090 T12381241 TSNO $,BGTL,2021-01-17T18:56:00Z,76.53,-68.75,-23.8,-24.1,0,0,,3.73,29.819881,1009.0,,TRUE,TRUE,TRUE,,TRUE,,,BR,CLR,,,,,,,,MVFR,,,,,,,,,,,,SPECI,79.0
TXKF 171855Z 28016KT 9999 SCT038 BKN300 19/11 Q1014 ,TXKF,2021-01-17T18:55:00Z,32.37,-64.68,19.0,11.0,280,16,,6.21,29.940945,,,,,,,,,,,SCT,3800,BKN,30000,,,,,VFR,,,,,,,,,,,,METAR,4.0
TNCE 171855Z AUTO 08012KT 050V120 //// // ///////// 28/21 Q1014 RE//,TNCE,2021-01-17T18:55:00Z,17.48,-62.97,28.0,21.0,80,12,,,29.940945,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,38.0
TNCB 171855Z 08013KT 050V110 9999 BKN026 BKN034 29/21 Q1011,TNCB,2021-01-17T18:55:00Z,12.13,-68.28,29.0,21.0,80,13,,6.21,29.852362,,,,,,,,,,,BKN,2600,BKN,3400,,,,,MVFR,,,,,,,,,,,,METAR,6.0
PAUT 171855Z AUTO 31033G42KT 5SM BKN027 OVC035 M01/M05 A2968 RMK AO2 T10081049 PWINO,PAUT,2021-01-17T18:55:00Z,54.13,-165.6,-0.8,-4.9,310,33,42,5.0,29.681103,,,TRUE,TRUE,,,,,TRUE,,BKN,2700,OVC,3500,,,,,MVFR,,,,,,,,,,,,METAR,25.0
PATL 171855Z AUTO VRB05KT 10SM OVC044 M10/M12 A2946 RMK AO2 SLP003 T11031121,PATL,2021-01-17T18:55:00Z,62.9,-155.97,-10.3,-12.1,0,5,,10.0,29.459646,1000.3,,TRUE,TRUE,,,,,,,OVC,4400,,,,,,,VFR,,,,,,,,,,,,METAR,261.0
PATC 171855Z AUTO 02033KT 2 1/2SM -SHSN BR BKN013 M15/M16 A2964 RMK AO2 PK WND 02036/1836 SNB1824E1832SHSNB1832 SLP047 P0000 T11481160,PATC,2021-01-17T18:55:00Z,65.57,-167.92,-14.8,-16.0,20,33,,2.5,29.639763,1004.7,,TRUE,TRUE,,,,,,-SHSN BR,BKN,1300,,,,,,,IFR,,,,,,0.005,,,,,,METAR,77.0
PASV 171855Z AUTO 07003KT 10SM -RA OVC022 01/01 A2933 RMK AO2 RAB1709DZB1758E1803 SLP961 P0002 T00130009,PASV,2021-01-17T18:55:00Z,61.1,-155.57,1.3,0.9,70,3,,10.0,29.329725,996.1,,TRUE,TRUE,,,,,,-RA,OVC,2200,,,,,,,MVFR,,,,,,0.02,,,,,,METAR,462.0
PAIM 171855Z AUTO 13007G19KT 080V190 9SM -SN OVC049 M08/M13 A2946 RMK AO2 SNB1843 SLP009 T10851127,PAIM,2021-01-17T18:55:00Z,66.0,-153.7,-8.5,-12.7,130,7,19,9.0,29.459646,1000.9,,TRUE,TRUE,,,,,,-SN,OVC,4900,,,,,,,VFR,,,,,,,,,,,,METAR,309.0
PACZ 171855Z AUTO 36030G34KT 260V050 1 1/4SM -SN BR BKN005 M13/M14 A2957 RMK AO2 PK WND 35034/1854 SNB1755 SLP030 P0000 T11341136,PACZ,2021-01-17T18:55:00Z,61.78,-166.03,-13.4,-13.6,360,30,34,1.25,29.568897,1003.0,,TRUE,TRUE,,,,,,-SN BR,BKN,500,,,,,,,IFR,,,,,,0.005,,,,,,METAR,129.0
PAAD 171855Z AUTO 00000KT 3SM -SN OVC009 M25/M28 A2985 RMK AO2 T12491279,PAAD,2021-01-17T18:55:00Z,70.13,-146.28,-24.9,-27.9,0,0,,3.0,29.84941,,,TRUE,TRUE,,,,,,-SN,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,8.0
OPNH 171855Z 31504KT 3000 FU NSC 09/05 Q1013 NOSIG,OPNH,2021-01-17T18:55:00Z,26.22,68.38,9.0,5.0,315,4,,1.86,29.911417,,,,,,TRUE,,,,FU,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,30.0
OPLA 171855Z 36005KT 1200 BR NSC 07/05 Q1016 NOSIG RMK QFE989 RMK 30.03,OPLA,2021-01-17T18:55:00Z,31.52,74.4,7.0,5.0,360,5,,0.75,30.0,,,,,,TRUE,,,,BR,CLR,,,,,,,,LIFR,,,,,,,,,,,,METAR,217.0
OPIS 171855Z 09008KT 0050 R28L/0275N RMID/0275N R10R/0275D FG VV/// 06/06 Q1018,OPIS,2021-01-17T18:55:00Z,33.55,72.83,6.0,6.0,90,8,,0.03,30.059055,,,,,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,,METAR,542.0
OPFA 171855Z 00000KT 2000 BR SCT040 BKN100 08/06 Q1018 NOSIG,OPFA,2021-01-17T18:55:00Z,31.37,73.0,8.0,6.0,0,0,,1.24,30.059055,,,,,,TRUE,,,,BR,SCT,4000,BKN,10000,,,,,IFR,,,,,,,,,,,,METAR,185.0
NZFX 171855Z 01008KT 9999 FEW020 FEW060 FEW130 M08/M13 A2935 RMK SLP933 RCRNR FATA MORGANA GRID NW-N GRID18008KT SDG/HDG,NZFX,2021-01-17T18:55:00Z,-77.95,166.77,-8.0,-13.0,10,8,,6.21,29.350393,993.3,,,,,,,,,,FEW,2000,FEW,6000,FEW,13000,,,VFR,,,,,,,,,,,,METAR,10.0
MUHA 171855Z 03010KT 350V060 9000 SCT040 23/15 Q1016,MUHA,2021-01-17T18:55:00Z,22.98,-82.42,23.0,15.0,30,10,,5.59,30.0,,,,,,,,,,,SCT,4000,,,,,,,VFR,,,,,,,,,,,,METAR,61.0
LIVP 171855Z 01008KT CAVOK M09/M13 Q1009 RMK BKN FEW060 SCT200 MON LIB VAL NIL VIS MIN 9999,LIVP,2021-01-17T18:55:00Z,46.15,11.03,-9.0,-13.0,10,8,,6.21,29.793306,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,2099.0
LIVM 171855Z AUTO 29004KT 250V330 //// 04/01 Q1016,LIVM,2021-01-17T18:55:00Z,44.45,12.3,4.0,1.0,290,4,,,30.0,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,6.0
LIVF 171855Z 06003KT 0200 FG VV/// 01/00 Q1013 RMK MON INVIS VAL INVIS VIS MIN 0200,LIVF,2021-01-17T18:55:00Z,43.52,12.72,1.0,0.0,60,3,,0.12,29.911417,,,,,,,,,,FG,OVX,0,,,,,,,LIFR,,,,,,,,,,,,METAR,549.0
LIVC 171855Z AUTO 35005G16KT //// M07/M13 Q1010,LIVC,2021-01-17T18:55:00Z,44.2,10.68,-7.0,-13.0,350,5,16,,29.822834,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,2139.0
LIRX 171855Z 15008KT 9999 SCT005 06/05 Q1011 RMK BKN SCT060 VIS MIN 9999 VIS MAR 15 KM,LIRX,2021-01-17T18:55:00Z,42.73,10.38,6.0,5.0,150,8,,6.21,29.852362,,,,,,,,,,,SCT,500,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
LIRT 171855Z 34003KT 0000 FZFG VV/// M02/M03 Q1009 RMK MON INVIS VAL INVIS VIS MIN 0000,LIRT,2021-01-17T18:55:00Z,41.03,15.22,-2.0,-3.0,340,3,,0.0,29.793306,,,,,,,,,,FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,,METAR,1058.0
LIRS 171855Z 01006KT 9999 BKN060 04/01 Q1014 RMK BKN VIS MIN 9999 WIND THR03 03006KT WIND THR21 01005KT BLU,LIRS,2021-01-17T18:55:00Z,42.75,11.07,4.0,1.0,10,6,,6.21,29.940945,,,,,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
LIRM 171855Z /////KT 8000 SCT030 BKN060 04/01 Q1012,LIRM,2021-01-17T18:55:00Z,41.05,14.07,4.0,1.0,,,,4.97,29.88189,,,,,,,,,,,SCT,3000,BKN,6000,,,,,MVFR,,,,,,,,,,,,METAR,6.0
LIRK 171855Z AUTO 08035KT //// M06/M08 Q1006,LIRK,2021-01-17T18:55:00Z,42.47,12.97,-6.0,-8.0,80,35,,,29.704725,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,1721.0
LIRE 171855Z 01006KT CAVOK 04/02 Q1013 RMK SKC VIS MIN 9999 WIND THR13 01005KT WIND THR31 /////KT BLU,LIRE,2021-01-17T18:55:00Z,41.65,12.43,4.0,2.0,10,6,,6.21,29.911417,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,16.0
LIQC 171855Z 08006KT 9999 -RA SCT015 SCT020 07/05 Q1010 RMK OVC QUK / QUL / VIS MAR 10 KM VIS MIN 9999,LIQC,2021-01-17T18:55:00Z,40.55,14.2,7.0,5.0,80,6,,6.21,29.822834,,,,,,,,,,-RA,SCT,1500,SCT,2000,,,,,VFR,,,,,,,,,,,,METAR,154.0
LIPS 171855Z 01004KT CAVOK 02/M02 Q1016 RMK BKN BKN200 VIS MIN 9999 WIND THR26 31004KT WIND THR08 34005KT BLU,LIPS,2021-01-17T18:55:00Z,45.68,12.1,2.0,-2.0,10,4,,6.21,30.0,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,42.0
LIPL 171855Z 30001KT 6000 FEW035 00/00 Q1017 RMK BKN BKN120 VIS MIN 6000 WIND THR31 06001KT WIND THR13 28001KT WHT,LIPL,2021-01-17T18:55:00Z,45.42,10.27,0.0,0.0,300,1,,3.73,30.029528,,,,,,,,,,,FEW,3500,,,,,,,MVFR,,,,,,,,,,,,METAR,96.0
LIPC 171855Z 26006KT 3000 BR NSC 01/M01 Q1017 RMK FEW FEW080 VIS MIN 3000 WIND THR11 26005KT WIND THR29 /////KT YLO,LIPC,2021-01-17T18:55:00Z,44.22,12.3,1.0,-1.0,260,6,,1.86,30.029528,,,,,,,,,,BR,CLR,,,,,,,,IFR,,,,,,,,,,,,METAR,10.0
LIMU 171855Z 04008KT CAVOK 08/06 Q1014 RMK SKC QUK / QUL / VIS MAR 30 KM VIS MIN 9999,LIMU,2021-01-17T18:55:00Z,43.95,8.17,8.0,6.0,40,8,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,215.0
LIMK 171855Z 29006KT CAVOK 01/M03 Q1014 RMK SKC VAL NIL VIS MIN 9999,LIMK,2021-01-17T18:55:00Z,45.02,7.72,1.0,-3.0,290,6,,6.21,29.940945,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,693.0
LIED 171855Z 30015KT 9999 BKN035 13/09 Q1015 RMK BKN VIS MIN 9999 WIND THR35 /////KT WIND THR17 31013KT BLU,LIED,2021-01-17T18:55:00Z,39.35,8.97,13.0,9.0,300,15,,6.21,29.970472,,,,,,,,,,,BKN,3500,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
LICZ 171855Z 26008KT 9999 SCT040 BKN080 10/10 Q1013 RMK BKN VIS MIN 9999 WIND THR28 28008KT WIND THR10 30007KT A2994 BLU,LICZ,2021-01-17T18:55:00Z,37.4,14.92,10.0,10.0,260,8,,6.21,29.911417,,,,,,,,,,,SCT,4000,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,22.0
LICT 171855Z 30026KT 9999 SCT023 13/10 Q1014 RMK BKN BKN060 VIS MIN 9999 WIND THR13 31025KT BLU,LICT,2021-01-17T18:55:00Z,37.92,12.5,13.0,10.0,300,26,,6.21,29.940945,,,,,,,,,,,SCT,2300,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
LICF 171855Z 23004KT 4000 RA FEW015 SCT020 09/08 Q1011 RMK OVC OVC100 QUK / QUL / VIS MAR 4 KM MON INVIS NC VIS MIN 4000,LICF,2021-01-17T18:55:00Z,38.2,15.55,9.0,8.0,230,4,,2.49,29.852362,,,,,,,,,,RA,FEW,1500,SCT,2000,,,,,IFR,,,,,,,,,,,,METAR,66.0
LIBV 171855Z 14010KT 8000 -SN SCT030 SCT035 04/00 Q1012 RMK OVC VIS MIN 8000 WIND THR32 15008KT WIND THR14 15007KT BLU,LIBV,2021-01-17T18:55:00Z,40.77,16.93,4.0,0.0,140,10,,4.97,29.88189,,,,,,,,,,-SN,SCT,3000,SCT,3500,,,,,MVFR,,,,,,,,,,,,METAR,344.0
LIBQ 171855Z 04003KT 0000 SN FZFG VV/// M04/M04 Q1004 RMK MON INVIS VAL INVIS VIS MIN 0000,LIBQ,2021-01-17T18:55:00Z,39.32,16.38,-4.0,-4.0,40,3,,0.0,29.64567,,,,,,,,,,SN FZFG,OVX,0,,,,,,,LIFR,,,,,,,,,,,,METAR,1660.0
LIBN 171855Z 09005KT 9999 FEW015 SCT030 BKN050 05/02 Q1015 RMK OVC VIS MIN 9999 WIND THR14 10006KT WIND THR32 11005KT BLU,LIBN,2021-01-17T18:55:00Z,40.23,18.13,5.0,2.0,90,5,,6.21,29.970472,,,,,,,,,,,FEW,1500,SCT,3000,BKN,5000,,,VFR,,0.6,,,,,,,,,,METAR,46.0
LIBA 171855Z 27002KT 9999 SCT050 03/M01 Q1015 RMK OVC BKN120 VIS MIN 9999 WIND THR11 26002KT WIND THR29 /////KT BLU,LIBA,2021-01-17T18:55:00Z,41.53,15.72,3.0,-1.0,270,2,,6.21,29.970472,,,,,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,55.0
KZPH 171855Z AUTO 00000KT 10SM CLR 15/08 A3004 RMK A02 T01470081,KZPH,2021-01-17T18:55:00Z,28.23,-82.15,14.7,8.1,0,0,,10.0,30.041338,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,26.0
KY49 171855Z AUTO 00000KT 2 1/2SM -SN OVC006 M07/M07 A2975 RMK AO2 T10701075,KY49,2021-01-17T18:55:00Z,47.15,-94.65,-7.0,-7.5,0,0,,2.5,29.749016,,,TRUE,TRUE,,,,,,-SN,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,413.0
KXNX 171855Z AUTO 24009G16KT 200V260 10SM BKN044 BKN049 OVC055 07/M03 A2984 RMK A01,KXNX,2021-01-17T18:55:00Z,36.38,-86.42,7.0,-3.0,240,9,16,10.0,29.840551,,,TRUE,TRUE,,,,,,,BKN,4400,BKN,4900,OVC,5500,,,VFR,,,,,,,,,,,,METAR,178.0
KXLL 171855Z AUTO 28010G18KT 10SM OVC038 05/M02 A2966 RMK AO2,KXLL,2021-01-17T18:55:00Z,40.57,-75.48,5.0,-2.0,280,10,18,10.0,29.660433,,,TRUE,TRUE,,,,,,,OVC,3800,,,,,,,VFR,,,,,,,,,,,,METAR,118.0
KXER 171855Z AUTO 00000KT 10SM CLR 17/03 A3010 RMK A01,KXER,2021-01-17T18:55:00Z,,,17.0,3.0,0,0,,10.0,30.100393,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,
KXBP 171855Z AUTO 31007KT 10SM CLR 14/M04 A3014 RMK AO2 T01381039,KXBP,2021-01-17T18:55:00Z,33.18,-97.83,13.8,-3.9,310,7,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,256.0
KX26 171855Z AUTO 08005KT 10SM OVC048 16/08 A3002 RMK AO2 T01620082,KX26,2021-01-17T18:55:00Z,27.82,-80.5,16.2,8.2,80,5,,10.0,30.02067,,,TRUE,TRUE,,,,,,,OVC,4800,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
KWWR 171855Z AUTO 32012G21KT 10SM CLR 09/M08 A3012 RMK AO2,KWWR,2021-01-17T18:55:00Z,36.45,-99.52,9.0,-8.0,320,12,21,10.0,30.121063,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,664.0
KWDR 171855Z AUTO 25007KT 10SM BKN047 BKN055 08/M03 A2994 RMK AO2,KWDR,2021-01-17T18:55:00Z,33.98,-83.67,8.0,-3.0,250,7,,10.0,29.940945,,,TRUE,TRUE,,,,,,,BKN,4700,BKN,5500,,,,,VFR,,,,,,,,,,,,METAR,280.0
KW43 171855Z AUTO 10SM BKN085 02/M08 A2990 RMK AO2,KW43,2021-01-17T18:55:00Z,44.67,-104.57,2.0,-8.0,,,,10.0,29.899607,,,TRUE,TRUE,,,,,,,BKN,8500,,,,,,,VFR,,,,,,,,,,,,METAR,1292.0
KW22 171855Z AUTO 21006KT 7SM BKN010 BKN014 01/M00 A2973 RMK AO2,KW22,2021-01-17T18:55:00Z,39.0,-80.27,1.0,0.0,210,6,,7.0,29.731298,,,TRUE,TRUE,,,,,,,BKN,1000,BKN,1400,,,,,MVFR,,,,,,,,,,,,METAR,497.0
KVYS 171855Z AUTO 27010G14KT 10SM OVC008 M01/M03 A2971 RMK AO2 T10151031,KVYS,2021-01-17T18:55:00Z,41.35,-89.15,-1.5,-3.1,270,10,14,10.0,29.71063,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,198.0
KVWU 171855Z AUTO 00000KT 10SM BKN013 OVC090 M08/M09 A2977 RMK AO2,KVWU,2021-01-17T18:55:00Z,48.15,-94.52,-8.0,-9.0,0,0,,10.0,29.769686,,,TRUE,TRUE,,,,,,,BKN,1300,OVC,9000,,,,,MVFR,,,,,,,,,,,,METAR,359.0
KVTP 171855Z AUTO 27012G19KT 10SM CLR M01/M13 A3007 RMK AO2,KVTP,2021-01-17T18:55:00Z,37.5,-105.17,-1.0,-13.0,270,12,19,10.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3086.0
KVPS 171855Z 24011KT 10SM FEW120 SCT250 15/00 A3001 RMK SLP165 WND DATA ESTMD ALSTG/SLP ESTMD,KVPS,2021-01-17T18:55:00Z,30.47,-86.52,15.0,0.0,240,11,,10.0,30.008858,1016.5,,,,,,,,,,FEW,12000,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,21.0
KVKY 171855Z AUTO 30009KT 10SM CLR 12/01 A3008 RMK A01,KVKY,2021-01-17T18:55:00Z,29.25,-88.43,12.0,1.0,300,9,,10.0,30.079725,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,32.0
KVKS 171855Z AUTO 26011G19KT 10SM CLR 16/M04 A2999 RMK A01,KVKS,2021-01-17T18:55:00Z,32.23,-90.93,16.0,-4.0,260,11,19,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
